time,x,y
145.771,351,92
145.812,352,92
145.854,350,92
145.896,351,92
145.937,351,92
145.979,353,92
146.021,351,92
146.063,352,92
146.104,351,92
146.146,353,92
146.188,352,92
146.229,353,92
146.271,352,92
146.313,352,93
146.355,352,92
146.396,352,92
146.438,353,92
146.480,352,92
146.521,352,92
146.563,352,90
146.605,352,92
146.647,352,91
146.688,354,89
146.730,356,89
146.772,353,90
146.813,354,91
146.855,354,90
146.897,354,90
146.938,351,92
146.980,352,92
147.022,354,91
147.064,353,92
147.105,354,92
147.147,353,92
147.189,353,92
147.230,353,92
147.272,352,92
147.314,354,92
147.356,354,91
147.397,351,92
147.439,352,91
147.481,350,92
147.522,351,92
147.564,352,92
147.606,350,92
147.647,353,92
147.689,353,92
147.731,352,92
147.773,352,92
147.814,353,91
147.856,353,91
147.898,353,91
147.939,353,92
147.981,352,92
148.023,351,92
148.065,354,91
148.106,353,91
148.148,351,93
148.190,350,93
148.231,351,93
148.273,352,92
148.315,351,92
148.357,351,92
148.398,351,92
148.440,352,92
148.482,351,93
148.523,351,93
148.565,352,93
148.607,352,93
148.648,352,93
148.690,353,92
148.732,351,93
148.774,350,93
148.815,351,93
148.857,352,93
148.899,352,92
148.940,352,92
148.982,351,93
149.024,352,92
149.066,352,92
149.107,352,92
149.149,352,92
149.191,352,92
149.232,352,92
149.274,351,92
149.316,351,92
149.358,351,92
149.399,352,92
149.441,352,92
149.483,352,91
149.524,351,92
149.566,350,92
149.608,350,93
149.650,351,93
149.691,350,93
149.733,349,93
149.775,350,93
149.816,351,93
149.858,351,93
149.900,352,92
149.941,350,93
149.983,350,93
150.025,350,92
150.067,350,92
150.108,349,92
150.150,351,90
150.192,350,90
150.233,351,91
150.275,352,92
150.317,352,92
150.359,352,91
150.400,351,91
150.442,352,92
150.484,351,92
150.525,353,91
150.567,352,92
150.609,352,91
150.651,351,93
150.692,349,92
150.734,350,92
150.776,348,92
150.817,346,93
150.859,344,93
150.901,344,93
150.942,343,94
150.984,343,93
151.026,343,93
151.068,343,93
151.109,340,94
151.151,340,94
151.193,340,94
151.234,341,94
151.276,341,94
151.318,342,95
151.360,339,96
151.401,338,96
151.443,337,96
151.485,338,96
151.526,337,97
151.568,336,97
151.610,335,97
151.652,336,96
151.693,335,97
151.735,336,97
151.777,332,89
151.818,219,91
151.860,332,85
151.902,334,86
151.943,336,84
151.985,333,86
152.027,334,85
152.069,336,87
152.110,335,86
152.152,335,85
152.194,336,85
152.235,335,85
152.277,337,86
152.319,335,86
152.361,335,87
152.402,336,87
152.444,336,86
152.486,340,86
152.527,335,87
152.569,341,85
152.611,338,86
152.652,335,87
152.694,337,87
152.736,340,86
152.778,336,87
152.819,334,88
152.861,336,88
152.903,335,89
152.944,335,87
152.986,336,87
153.028,337,87
153.070,337,89
153.111,336,88
153.153,340,86
153.195,340,85
153.236,341,85
153.278,340,85
153.320,341,86
153.362,341,86
153.403,341,86
153.445,339,86
153.487,339,86
153.528,341,86
153.570,341,88
153.612,342,87
153.653,341,89
153.695,341,88
153.737,342,88
153.779,339,88
153.820,341,88
153.862,344,87
153.904,342,90
153.945,341,89
153.987,342,89
154.029,342,89
154.071,342,88
154.112,340,88
154.154,343,88
154.196,343,88
154.237,342,88
154.279,341,87
154.321,340,88
154.363,344,89
154.404,342,90
154.446,342,90
154.488,340,90
154.529,338,89
154.571,337,88
154.613,341,87
154.654,340,88
154.696,341,87
154.738,339,87
154.780,341,87
154.821,341,88
154.863,338,90
154.905,342,88
154.946,341,87
154.988,342,88
155.030,341,88
155.072,342,87
155.113,343,86
155.155,346,83
155.197,345,85
155.238,346,85
155.280,346,85
155.322,347,85
155.364,344,88
155.405,346,87
155.447,345,87
155.489,344,89
155.530,345,88
155.572,346,88
155.614,345,86
155.656,347,85
155.697,342,85
155.739,344,86
155.781,343,86
155.822,343,89
155.864,343,88
155.906,344,87
155.947,346,88
155.989,343,87
156.031,345,88
156.073,344,89
156.114,344,88
156.156,345,87
156.198,344,87
156.239,344,89
156.281,344,85
156.323,345,85
156.365,344,86
156.406,345,87
156.448,344,86
156.490,342,87
156.531,341,88
156.573,344,88
156.615,343,88
156.657,344,88
156.698,343,88
156.740,346,88
156.782,345,87
156.823,346,89
156.865,346,87
156.907,346,87
156.948,345,87
156.990,345,87
157.032,345,86
157.074,346,86
157.115,343,87
157.157,345,86
157.199,345,86
157.240,346,86
157.282,344,86
157.324,346,86
157.366,347,85
157.407,346,87
157.449,346,86
157.491,347,86
157.532,347,86
157.574,347,87
157.616,347,87
157.658,346,87
157.699,346,89
157.741,347,88
157.783,347,87
157.824,347,87
157.866,345,87
157.908,345,87
157.949,344,87
157.991,346,86
158.033,345,86
158.075,345,87
158.116,345,87
158.158,349,88
158.200,350,87
158.241,350,87
158.283,349,86
158.325,349,87
158.367,349,85
158.408,347,86
158.450,347,86
158.492,348,87
158.533,349,84
158.575,350,85
158.617,347,87
158.658,346,87
158.700,345,87
158.742,347,88
158.784,346,86
158.825,347,87
158.867,346,86
158.909,346,86
158.950,345,87
158.992,346,87
159.034,345,87
159.076,345,86
159.117,345,85
159.159,347,87
159.201,347,87
159.242,347,87
159.284,346,88
159.326,349,87
159.368,348,86
159.409,349,86
159.451,346,85
159.493,346,86
159.534,345,84
159.576,346,85
159.618,346,86
159.659,345,86
159.701,346,85
159.743,345,87
159.785,344,88
159.826,346,88
159.868,345,88
159.910,345,88
159.951,345,88
159.993,347,88
160.035,346,88
160.077,347,88
160.118,345,87
160.160,348,86
160.202,348,86
160.243,348,86
160.285,347,85
160.327,349,86
160.369,346,87
160.410,347,87
160.452,345,88
160.494,347,87
160.535,348,86
160.577,348,86
160.619,345,88
160.660,345,86
160.702,346,85
160.744,346,84
160.786,348,86
160.827,348,85
160.869,344,88
160.911,346,86
160.952,346,86
160.994,348,86
161.036,347,87
161.078,346,87
161.119,347,88
161.161,347,87
161.203,348,86
161.244,349,85
161.286,349,84
161.328,349,84
161.370,347,86
161.411,345,86
161.453,348,85
161.495,348,85
161.536,346,85
161.578,347,87
161.620,345,88
161.662,347,88
161.703,349,87
161.745,348,87
161.787,349,85
161.828,349,85
161.870,346,84
161.912,346,85
161.953,346,83
161.995,347,83
162.037,348,83
162.079,349,85
162.120,350,85
162.162,348,87
162.204,346,86
162.245,344,86
162.287,345,86
162.329,344,85
162.371,343,85
162.412,344,85
162.454,348,83
162.496,349,83
162.537,345,86
162.579,347,86
162.621,349,86
162.663,349,86
162.704,348,85
162.746,347,85
162.788,345,88
162.829,345,86
162.871,344,86
162.913,345,86
162.954,347,85
162.996,347,87
163.038,347,85
163.080,348,85
163.121,347,85
163.163,349,87
163.205,347,86
163.246,347,88
163.288,347,87
163.330,346,87
163.372,346,87
163.413,346,87
163.455,346,86
163.497,346,88
163.538,346,88
163.580,346,88
163.622,346,88
163.664,348,87
163.705,346,88
163.747,345,89
163.789,343,87
163.830,346,87
163.872,347,86
163.914,347,87
163.955,345,87
163.997,346,87
164.039,346,87
164.081,347,88
164.122,346,87
164.164,347,86
164.206,346,83
164.247,349,83
164.289,348,83
164.331,348,83
164.373,347,85
164.414,345,86
164.456,345,87
164.498,345,87
164.539,346,86
164.581,344,87
164.623,345,87
164.664,348,86
164.706,347,86
164.748,347,88
164.790,346,86
164.831,345,86
164.873,344,86
164.915,347,85
164.956,346,84
164.998,347,86
165.040,347,86
165.082,348,87
165.123,346,87
165.165,346,85
165.207,347,86
165.248,348,85
165.290,348,87
165.332,348,87
165.374,349,86
165.415,349,86
165.457,350,85
165.499,349,86
165.540,348,86
165.582,346,87
165.624,347,86
165.665,347,87
165.707,346,86
165.749,348,87
165.791,347,87
165.832,348,87
165.874,349,87
165.916,350,87
165.957,349,85
165.999,347,86
166.041,346,87
166.083,347,86
166.124,344,86
166.166,346,87
166.208,346,88
166.249,347,87
166.291,348,87
166.333,346,88
166.375,348,87
166.416,346,88
166.458,346,87
166.500,347,87
166.541,345,87
166.583,344,87
166.625,343,86
166.666,347,85
166.708,346,85
166.750,345,86
166.792,346,88
166.833,347,86
166.875,348,84
166.917,348,85
166.958,350,84
167.000,352,84
167.042,352,84
167.084,352,86
167.125,350,85
167.167,348,87
167.209,346,84
167.250,347,85
167.292,347,84
167.334,349,85
167.376,347,86
167.417,349,85
167.459,347,86
167.501,346,88
167.542,345,88
167.584,347,87
167.626,346,85
167.668,345,87
167.709,346,87
167.751,348,88
167.793,346,87
167.834,348,87
167.876,344,88
167.918,349,88
167.959,347,88
168.001,347,88
168.043,347,88
168.085,347,89
168.126,347,88
168.168,347,86
168.210,345,86
168.251,349,86
168.293,344,86
168.335,346,86
168.377,343,87
168.418,345,87
168.460,345,88
168.502,347,88
168.543,345,85
168.585,346,86
168.627,346,86
168.669,347,85
168.710,346,86
168.752,346,89
168.794,346,88
168.835,345,88
168.877,345,87
168.919,348,86
168.960,348,85
169.002,348,87
169.044,348,88
169.086,350,86
169.127,349,88
169.169,348,85
169.211,348,84
169.252,348,86
169.294,348,87
169.336,349,87
169.378,349,87
169.419,349,86
169.461,348,87
169.503,348,88
169.544,347,86
169.586,347,87
169.628,348,86
169.670,348,88
169.711,347,86
169.753,347,87
169.795,348,85
169.836,348,85
169.878,348,85
169.920,350,84
169.961,349,84
170.003,350,84
170.045,349,84
170.087,347,85
170.128,348,87
170.170,348,87
170.212,348,88
170.253,345,89
170.295,347,88
170.337,347,88
170.379,347,87
170.420,346,88
170.462,348,87
170.504,349,87
170.545,347,87
170.587,347,88
170.629,348,87
170.670,347,87
170.712,347,87
170.754,348,87
170.796,348,85
170.837,347,86
170.879,345,86
170.921,345,86
170.962,345,87
171.004,348,88
171.046,347,87
171.088,349,88
171.129,347,88
171.171,348,88
171.213,349,87
171.254,348,87
171.296,349,87
171.338,347,87
171.380,349,85
171.421,348,85
171.463,348,85
171.505,348,86
171.546,349,85
171.588,346,86
171.630,348,86
171.671,345,85
171.713,346,84
171.755,346,86
171.797,345,84
171.838,347,87
171.880,347,86
171.922,345,88
171.963,342,89
172.005,343,89
172.047,345,87
172.089,345,86
172.130,347,85
172.172,346,87
172.214,346,87
172.255,346,87
172.297,345,88
172.339,345,88
172.381,346,87
172.422,343,87
172.464,342,87
172.506,345,88
172.547,346,87
172.589,345,87
172.631,344,87
172.672,346,85
172.714,344,85
172.756,346,86
172.798,345,84
172.839,346,85
172.881,344,85
172.923,346,85
172.964,346,85
173.006,346,86
173.048,345,87
173.090,345,87
173.131,344,88
173.173,348,88
173.215,346,88
173.256,347,88
173.298,346,88
173.340,346,89
173.382,347,88
173.423,347,88
173.465,347,88
173.507,347,87
173.548,348,87
173.590,349,86
173.632,346,86
173.674,348,84
173.715,347,84
173.757,346,88
173.799,346,87
173.840,345,87
173.882,346,85
173.924,347,87
173.965,347,86
174.007,347,88
174.049,347,86
174.091,345,88
174.132,345,87
174.174,347,87
174.216,348,87
174.257,348,87
174.299,348,86
174.341,348,87
174.383,347,87
174.424,346,87
174.466,345,86
174.508,346,87
174.549,348,87
174.591,347,86
174.633,348,85
174.675,348,85
174.716,348,84
174.758,348,85
174.800,347,86
174.841,347,86
174.883,348,86
174.925,349,85
174.966,347,85
175.008,346,85
175.050,346,85
175.092,346,87
175.133,346,86
175.175,348,87
175.217,347,86
175.258,349,87
175.300,349,85
175.342,348,85
175.384,348,86
175.425,347,86
175.467,348,86
175.509,347,87
175.550,348,86
175.592,348,86
175.634,349,86
175.676,348,87
175.717,348,85
175.759,346,86
175.801,347,85
175.842,347,85
175.884,346,85
175.926,345,86
175.967,345,86
176.009,343,87
176.051,344,85
176.093,344,88
176.134,347,87
176.176,349,86
176.218,350,85
176.259,349,86
176.301,348,85
176.343,348,85
176.385,348,85
176.426,350,85
176.468,348,85
176.510,348,86
176.551,350,85
176.593,350,85
176.635,347,85
176.676,349,85
176.718,348,86
176.760,348,87
176.802,345,86
176.843,344,86
176.885,344,86
176.927,344,87
176.968,345,87
177.010,346,86
177.052,345,86
177.094,347,88
177.135,346,88
177.177,348,88
177.219,347,86
177.260,349,86
177.302,346,85
177.344,349,86
177.386,347,86
177.427,349,86
177.469,348,85
177.511,350,84
177.552,350,84
177.594,351,84
177.636,348,84
177.677,350,84
177.719,351,83
177.761,349,87
177.803,349,86
177.844,348,86
177.886,344,86
177.928,344,86
177.969,344,85
178.011,344,85
178.053,345,85
178.095,342,86
178.136,343,85
178.178,345,86
178.220,346,85
178.261,347,87
178.303,348,87
178.345,349,88
178.387,347,88
178.428,348,88
178.470,347,88
178.512,347,88
178.553,347,88
178.595,348,88
178.637,347,86
178.678,344,86
178.720,346,85
178.762,346,87
178.804,344,87
178.845,346,86
178.887,345,86
178.929,347,87
178.970,347,86
179.012,343,87
179.054,343,88
179.096,347,86
179.137,344,85
179.179,348,84
179.221,348,84
179.262,348,85
179.304,348,85
179.346,348,87
179.388,347,87
179.429,348,87
179.471,346,85
179.513,345,85
179.554,344,87
179.596,347,87
179.638,345,88
179.680,348,86
179.721,348,85
179.763,349,86
179.805,347,87
179.846,347,87
179.888,346,88
179.930,345,87
179.971,345,84
180.013,343,86
180.055,344,86
180.097,345,86
180.138,348,85
180.180,346,86
180.222,347,86
180.263,347,89
180.305,347,88
180.347,347,88
180.389,350,88
180.430,350,88
180.472,347,87
180.514,347,87
180.555,349,86
180.597,350,85
180.639,348,86
180.681,347,87
180.722,348,86
180.764,349,86
180.806,348,85
180.847,348,85
180.889,349,85
180.931,347,86
180.972,347,85
181.014,347,85
181.056,346,87
181.098,347,86
181.139,344,86
181.181,349,86
181.223,351,86
181.264,349,86
181.306,351,85
181.348,350,85
181.390,350,84
181.431,351,85
181.473,349,86
181.515,347,85
181.556,344,87
181.598,349,85
181.640,350,85
181.682,348,85
181.723,349,85
181.765,348,86
181.807,348,87
181.848,348,86
181.890,347,88
181.932,347,88
181.973,348,88
182.015,346,88
182.057,347,88
182.099,349,88
182.140,349,88
182.182,347,88
182.224,348,86
182.265,348,87
182.307,345,86
182.349,345,85
182.391,346,86
182.432,350,88
182.474,346,87
182.516,346,87
182.557,346,88
182.599,348,89
182.641,347,89
182.682,348,88
182.724,347,88
182.766,349,87
182.808,348,88
182.849,349,87
182.891,350,86
182.933,351,85
182.974,350,85
183.016,350,86
183.058,347,86
183.100,347,87
183.141,347,88
183.183,346,88
183.225,344,86
183.266,347,88
183.308,348,87
183.350,346,86
183.392,347,86
183.433,349,86
183.475,347,85
183.517,345,86
183.558,343,86
183.600,345,86
183.642,346,88
183.683,348,87
183.725,346,86
183.767,347,87
183.809,348,87
183.850,347,88
183.892,348,87
183.934,349,86
183.975,347,86
184.017,348,88
184.059,347,88
184.101,347,88
184.142,346,87
184.184,347,88
184.226,348,87
184.267,348,88
184.309,349,86
184.351,348,85
184.393,348,87
184.434,349,86
184.476,349,87
184.518,350,88
184.559,348,86
184.601,347,86
184.643,346,87
184.684,345,87
184.726,345,86
184.768,345,85
184.810,347,86
184.851,345,87
184.893,344,85
184.935,344,85
184.976,347,84
185.018,344,86
185.060,343,85
185.102,344,86
185.143,346,86
185.185,344,86
185.227,344,86
185.268,343,88
185.310,346,87
185.352,346,87
185.394,347,88
185.435,346,87
185.477,346,87
185.519,346,89
185.560,346,87
185.602,346,87
185.644,345,87
185.686,346,87
185.727,345,86
185.769,346,85
185.811,347,84
185.852,349,84
185.894,348,85
185.936,347,86
185.977,347,85
186.019,344,86
186.061,346,85
186.103,346,86
186.144,348,86
186.186,346,87
186.228,348,86
186.269,347,86
186.311,347,86
186.353,348,87
186.395,345,86
186.436,348,85
186.478,347,85
186.520,349,86
186.561,346,85
186.603,347,85
186.645,344,86
186.687,347,86
186.728,346,86
186.770,346,86
186.812,343,86
186.853,348,86
186.895,346,86
186.937,346,87
186.978,348,86
187.020,346,89
187.062,346,87
187.104,345,87
187.145,348,86
187.187,343,85
187.229,344,85
187.270,345,85
187.312,345,86
187.354,347,87
187.396,347,84
187.437,347,86
187.479,345,88
187.521,346,86
187.562,348,85
187.604,348,85
187.646,346,86
187.688,347,86
187.729,347,85
187.771,350,85
187.813,350,86
187.854,350,87
187.896,348,88
187.938,348,87
187.979,352,85
188.021,350,84
188.063,350,85
188.105,347,87
188.146,348,86
188.188,348,88
188.230,349,87
188.271,348,88
188.313,344,89
188.355,345,90
188.397,346,89
188.438,346,88
188.480,348,87
188.522,348,87
188.563,347,87
188.605,348,86
188.647,347,87
188.688,346,87
188.730,347,87
188.772,346,88
188.814,345,88
188.855,344,86
188.897,346,87
188.939,347,87
188.980,347,85
189.022,346,86
189.064,347,85
189.106,348,85
189.147,344,85
189.189,345,84
189.231,345,85
189.272,345,85
189.314,345,86
189.356,345,86
189.398,345,86
189.439,347,86
189.481,345,86
189.523,347,86
189.564,346,85
189.606,346,87
189.648,344,87
189.689,348,84
189.731,348,85
189.773,351,83
189.815,347,84
189.856,349,86
189.898,348,84
189.940,348,84
189.981,348,85
190.023,348,85
190.065,347,86
190.107,347,86
190.148,346,86
190.190,345,86
190.232,343,85
190.273,344,87
190.315,346,87
190.357,349,85
190.399,347,86
190.440,347,88
190.482,347,86
190.524,347,87
190.565,348,86
190.607,349,86
190.649,348,87
190.691,347,87
190.732,346,87
190.774,348,88
190.816,347,87
190.857,347,87
190.899,346,88
190.941,346,89
190.982,346,89
191.024,349,86
191.066,349,85
191.108,348,86
191.149,347,85
191.191,346,84
191.233,346,84
191.274,346,85
191.316,345,86
191.358,344,87
191.400,345,87
191.441,347,86
191.483,346,86
191.525,346,86
191.566,348,86
191.608,347,86
191.650,346,86
191.692,348,87
191.733,347,87
191.775,348,87
191.817,347,87
191.858,345,89
191.900,345,88
191.942,346,87
191.983,347,85
192.025,347,86
192.067,347,85
192.109,348,88
192.150,347,86
192.192,347,88
192.234,348,87
192.275,347,88
192.317,345,87
192.359,345,86
192.401,345,86
192.442,346,88
192.484,347,86
192.526,348,85
192.567,347,85
192.609,346,87
192.651,346,86
192.693,347,86
192.734,347,86
192.776,347,86
192.818,347,85
192.859,347,87
192.901,348,86
192.943,347,88
192.984,345,87
193.026,347,86
193.068,347,86
193.110,349,86
193.151,349,87
193.193,348,85
193.235,348,87
193.276,344,89
193.318,347,88
193.360,345,88
193.402,346,87
193.443,345,89
193.485,346,88
193.527,347,89
193.568,344,89
193.610,346,89
193.652,347,87
193.694,348,87
193.735,349,87
193.777,350,87
193.819,349,86
193.860,349,86
193.902,347,86
193.944,349,86
193.985,349,84
194.027,347,85
194.069,347,85
194.111,347,87
194.152,348,85
194.194,346,85
194.236,346,86
194.277,348,86
194.319,346,85
194.361,346,86
194.403,347,86
194.444,348,87
194.486,347,86
194.528,347,86
194.569,346,87
194.611,348,87
194.653,346,86
194.694,348,85
194.736,349,84
194.778,349,85
194.820,347,85
194.861,347,86
194.903,346,87
194.945,346,86
194.986,347,86
195.028,348,86
195.070,348,87
195.112,347,87
195.153,348,87
195.195,349,86
195.237,347,86
195.278,347,86
195.320,347,88
195.362,349,87
195.404,349,88
195.445,347,87
195.487,348,86
195.529,350,86
195.570,346,85
195.612,348,86
195.654,347,85
195.695,346,86
195.737,347,88
195.779,347,88
195.821,348,87
195.862,347,87
195.904,346,87
195.946,347,90
195.987,350,91
196.029,350,91
196.071,350,93
196.113,352,92
196.154,351,92
196.196,354,93
196.238,354,92
196.279,354,93
196.321,353,92
196.363,354,92
196.405,355,92
196.446,353,92
196.488,352,91
196.530,353,91
196.571,353,91
196.613,351,91
196.655,353,90
196.697,353,91
196.738,353,90
196.780,352,91
196.822,354,91
196.863,353,91
196.905,353,91
196.947,353,91
196.988,352,91
197.030,352,91
197.072,352,90
197.114,354,90
197.155,355,90
197.197,353,90
197.239,353,90
197.280,353,89
197.322,351,91
197.364,348,91
197.406,350,91
197.447,350,90
197.489,351,91
197.531,353,90
197.572,352,90
197.614,352,90
197.656,352,90
197.698,351,92
197.739,351,91
197.781,352,91
197.823,351,90
197.864,351,92
197.906,351,91
197.948,352,90
197.989,353,90
198.031,353,91
198.073,352,90
198.115,351,91
198.156,351,90
198.198,350,90
198.240,350,89
198.281,351,90
198.323,351,90
198.365,352,90
198.407,352,90
198.448,352,90
198.490,353,89
198.532,355,89
198.573,352,90
198.615,353,90
198.657,352,90
198.699,350,91
198.740,352,91
198.782,351,89
198.824,350,89
198.865,353,91
198.907,351,91
198.949,354,88
198.990,354,90
199.032,353,90
199.074,354,88
199.116,353,90
199.157,352,90
199.199,351,91
199.241,351,90
199.282,351,91
199.324,349,91
199.366,351,90
199.408,349,91
199.449,348,91
199.491,352,89
199.533,350,91
199.574,349,90
199.616,349,89
199.658,350,89
199.699,352,91
199.741,353,90
199.783,354,90
199.825,352,90
199.866,353,90
199.908,353,90
199.950,351,91
199.991,350,90
200.033,351,91
200.075,351,91
200.117,353,91
200.158,353,91
200.200,352,92
200.242,351,91
200.283,350,91
200.325,351,91
200.367,351,92
200.409,349,92
200.450,350,92
200.492,348,92
200.534,349,92
200.575,349,92
200.617,349,92
200.659,348,92
200.700,352,91
200.742,350,91
200.784,351,91
200.826,352,91
200.867,352,91
200.909,352,90
200.951,353,91
200.992,353,90
201.034,354,91
201.076,354,91
201.118,353,91
201.159,352,91
201.201,352,92
201.243,351,92
201.284,352,91
201.326,351,91
201.368,352,92
201.410,350,92
201.451,352,91
201.493,351,91
201.535,351,91
201.576,352,90
201.618,352,91
201.660,353,90
201.701,352,90
201.743,353,90
201.785,353,90
201.827,352,90
201.868,353,90
201.910,352,89
201.952,353,90
201.993,353,90
202.035,352,90
202.077,351,90
202.119,353,90
202.160,352,90
202.202,351,91
202.244,350,91
202.285,350,91
202.327,350,91
202.369,352,91
202.411,350,91
202.452,351,91
202.494,352,89
202.536,351,91
202.577,349,91
202.619,351,91
202.661,351,90
202.703,352,90
202.744,351,90
202.786,352,91
202.828,349,92
202.869,352,91
202.911,351,91
202.953,351,92
202.994,349,92
203.036,350,91
203.078,351,91
203.120,352,91
203.161,350,91
203.203,351,91
203.245,351,91
203.286,353,90
203.328,351,90
203.370,351,90
203.412,351,90
203.453,350,91
203.495,353,90
203.537,355,89
203.578,354,89
203.620,354,90
203.662,352,90
203.704,352,91
203.745,352,91
203.787,352,90
203.829,352,91
203.870,353,91
203.912,354,91
203.954,352,92
203.995,350,92
204.037,351,91
204.079,352,92
204.121,352,92
204.162,353,91
204.204,353,92
204.246,353,91
204.287,352,92
204.329,352,91
204.371,353,91
204.413,353,91
204.454,353,92
204.496,351,92
204.538,352,92
204.579,351,91
204.621,351,92
204.663,350,91
204.705,351,90
204.746,352,90
204.788,352,90
204.830,352,90
204.871,350,91
204.913,352,91
204.955,352,91
204.996,351,90
205.038,350,91
205.080,353,90
205.122,352,91
205.163,351,90
205.205,349,91
205.247,351,90
205.288,351,91
205.330,353,88
205.372,352,88
205.414,353,89
205.455,354,89
205.497,352,89
205.539,352,90
205.580,354,89
205.622,351,90
205.664,350,91
205.705,350,91
205.747,351,91
205.789,351,91
205.831,352,90
205.872,354,90
205.914,355,90
205.956,353,91
205.997,354,90
206.039,353,90
206.081,352,90
206.123,350,92
206.164,351,91
206.206,352,89
206.248,351,89
206.289,353,89
206.331,352,91
206.373,354,89
206.415,352,90
206.456,353,91
206.498,352,90
206.540,352,89
206.581,353,90
206.623,350,91
206.665,350,90
206.706,353,89
206.748,352,89
206.790,354,90
206.832,355,88
206.873,354,89
206.915,352,89
206.957,353,90
206.998,351,88
207.040,346,88
207.082,347,86
207.124,347,88
207.165,347,86
207.207,346,86
207.249,348,85
207.290,354,85
207.332,351,85
207.374,359,81
207.416,358,81
207.457,359,81
207.499,228,84
207.541,228,83
207.582,356,78
207.624,365,75
207.666,236,78
207.707,227,84
207.749,227,84
207.791,228,83
207.833,227,79
207.874,237,77
207.916,237,78
207.958,236,78
207.999,229,79
208.041,229,79
208.083,228,79
208.125,227,80
208.166,361,76
208.208,350,82
208.250,352,81
208.291,353,81
208.333,353,81
208.375,352,81
208.417,353,81
208.458,352,81
208.500,361,77
208.542,350,80
208.583,352,80
208.625,354,81
208.667,353,80
208.709,341,84
208.750,342,84
208.792,341,85
208.834,340,84
208.875,342,84
208.917,341,84
208.959,342,84
209.000,340,84
209.042,341,85
209.084,342,84
209.126,341,85
209.167,341,84
209.209,341,84
209.251,341,84
209.292,340,83
209.334,340,83
209.376,357,75
209.418,357,75
209.459,357,75
209.501,356,75
209.543,354,75
209.584,219,78
209.626,221,78
209.668,220,78
209.710,219,78
209.751,219,76
209.793,221,78
209.835,221,78
209.876,221,78
209.918,220,78
209.960,220,79
210.001,220,76
210.043,221,76
210.085,221,75
210.127,222,77
210.168,221,74
210.210,215,75
210.252,218,75
210.293,218,75
210.335,219,72
210.377,218,69
210.419,217,67
210.460,218,66
210.502,218,64
210.544,219,63
210.585,219,62
210.627,219,62
210.669,192,56
210.711,189,58
210.752,189,58
210.794,218,63
210.836,220,62
210.877,219,63
210.919,219,63
210.961,219,64
211.002,221,65
211.044,225,71
211.086,225,73
211.128,224,75
211.169,224,78
211.211,222,80
211.253,223,81
211.294,222,82
211.336,221,82
211.378,220,83
211.420,213,91
211.461,212,95
211.503,211,95
211.545,211,97
211.586,212,97
211.628,213,100
211.670,213,99
211.711,216,100
211.753,331,94
211.795,332,97
211.837,333,97
211.878,334,97
211.920,338,97
211.962,338,101
212.003,340,100
212.045,340,101
212.087,342,102
212.129,342,103
212.170,339,102
212.212,344,98
212.254,340,101
212.295,340,103
212.337,340,101
212.379,338,102
212.421,341,101
212.462,345,101
212.504,346,99
212.546,348,99
212.587,348,100
212.629,346,101
212.671,343,101
212.712,346,99
212.754,346,99
212.796,347,100
212.838,346,100
212.879,350,95
212.921,350,95
212.963,345,98
213.004,346,97
213.046,352,94
213.088,351,94
213.130,351,92
213.171,351,93
213.213,349,92
213.255,351,92
213.296,355,92
213.338,355,92
213.380,353,93
213.422,351,93
213.463,351,92
213.505,351,91
213.547,353,89
213.588,353,90
213.630,352,91
213.672,349,91
213.713,349,89
213.755,351,89
213.797,352,90
213.839,352,89
213.880,349,90
213.922,347,88
213.964,349,87
214.005,349,86
214.047,350,86
214.089,351,84
214.131,351,84
214.172,352,84
214.214,350,82
214.256,349,82
214.297,349,81
214.339,350,80
214.381,351,80
214.423,350,80
214.464,350,80
214.506,350,80
214.548,350,80
214.589,349,79
214.631,349,79
214.673,348,79
214.715,351,75
214.756,351,75
214.798,351,75
214.840,351,74
214.881,351,75
214.923,352,74
214.965,352,74
215.006,352,74
215.048,351,75
215.090,352,74
215.132,355,72
215.173,355,71
215.215,361,70
215.257,360,70
215.298,360,70
215.340,360,70
215.382,360,71
215.424,359,71
215.465,360,71
215.507,361,72
215.549,361,72
215.590,361,72
215.632,360,72
215.674,359,72
215.716,354,74
215.757,353,72
215.799,353,72
215.841,353,72
215.882,353,72
215.924,354,74
215.966,354,73
216.007,354,73
216.049,354,73
216.091,355,73
216.133,355,73
216.174,355,73
216.216,354,73
216.258,354,73
216.299,354,73
216.341,354,73
216.383,354,74
216.425,354,73
216.466,353,73
216.508,353,73
216.550,353,73
216.591,352,73
216.633,352,73
216.675,351,73
216.717,352,74
216.758,351,72
216.800,351,73
216.842,352,74
216.883,352,74
216.925,351,74
216.967,350,73
217.008,351,72
217.050,351,73
217.092,352,74
217.134,352,74
217.175,352,74
217.217,353,73
217.259,354,73
217.300,354,73
217.342,354,72
217.384,354,73
217.426,354,73
217.467,354,73
217.509,353,73
217.551,354,73
217.592,354,73
217.634,354,73
217.676,354,73
217.717,353,73
217.759,352,72
217.801,352,72
217.843,352,72
217.884,352,72
217.926,352,72
217.968,352,72
218.009,352,72
218.051,352,72
218.093,352,72
218.135,352,72
218.176,352,72
218.218,352,72
218.260,351,72
218.301,353,74
218.343,352,74
218.385,353,74
218.427,353,74
218.468,354,73
218.510,353,73
218.552,353,73
218.593,354,73
218.635,353,73
218.677,353,73
